Subject,Stimulus,Response,Confidence,Correct,Contrast,Side,RT_Decision,RT_Confidence
5,2,2,2,1,1,2,2.53909914199994,0.418377877000239
5,1,1,3,1,2,1,1.38831948200004,0.322816781999791
5,1,2,3,0,2,2,3.10497167299945,0.704744491000383
5,2,1,1,0,2,1,2.94253487900005,0.325468463000107
5,2,2,2,1,1,2,1.36321809200035,6.26594690399997
5,2,2,3,1,2,2,1.74811998099995,0.443026341000405
5,2,2,3,1,1,1,1.2523585279996,0.416486877000352
5,2,2,3,1,1,1,4.33019658600006,1.40012480400037
5,1,1,2,1,2,1,1.14515382799982,1.76984386200002
5,2,2,3,1,2,1,1.27565064800001,0.438896898999701
5,1,1,2,1,1,2,1.23185486000057,0.620466413000031
5,1,2,3,0,1,1,1.6940563600001,0.616414338000141
5,2,2,3,1,1,2,2.28192773699993,0.57132209899919
5,2,2,3,1,2,1,1.55008367499977,0.846083714999622
5,2,2,3,1,2,1,1.44681153999954,0.571417070999814
5,1,1,3,1,2,1,1.59842028000003,1.67626749400006
5,1,1,3,1,2,1,0.946051070999602,0.379341777000263
5,2,1,3,0,1,2,1.2551046790004,0.275061002999792
5,2,2,2,1,1,1,2.19482801899994,0.391801114999907
5,1,2,2,0,1,1,3.29908327999965,0.747520887000064
5,1,1,2,1,2,1,2.05636381099976,0.611071925999568
5,2,1,2,0,2,2,2.32551031299954,0.293144916000529
5,1,1,3,1,1,2,1.46080951500062,0.3118225850003
5,1,1,3,1,2,2,2.21480816999974,0.298734541000158
5,2,2,3,1,2,2,1.83339476699985,1.06954041599965
5,1,1,1,1,1,2,4.14034683800037,0.865347300999929
5,2,1,2,0,1,2,1.25722471100016,0.933548856000925
5,2,1,1,0,1,2,2.88960700999996,0.306130955001208
5,2,1,2,0,2,1,2.32096515899866,1.98476478100019
5,2,1,2,0,1,2,1.69021816699933,0.340768901000047
5,2,1,2,0,1,1,2.27353465300075,0.499936322999929
5,2,2,3,1,2,2,1.20961287699902,0.839718204000746
5,1,1,2,1,2,2,2.11253211000076,0.505615308000415
5,2,2,3,1,2,2,1.35952460299995,0.551006535000852
5,1,1,2,1,1,2,1.57946414899925,0.570836446000612
5,1,1,3,1,1,1,4.71813762700003,0.299339384000632
5,2,2,4,1,2,2,1.83352575200115,0.557782858999417
5,1,1,4,1,1,1,1.84180225199998,0.613890029999311
5,2,2,3,1,1,1,1.71987124899897,0.384754272001373
5,2,2,3,1,2,1,1.49763262600027,0.39681747800023
5,2,2,3,1,2,2,1.43130328000007,0.33171939299973
5,1,1,3,1,2,1,1.14462304500012,0.393683383999814
5,2,2,3,1,2,1,2.2127217670004,0.377574371001174
5,2,2,3,1,1,2,1.41278383499957,0.299050366000301
5,1,1,2,1,1,2,1.27375090299938,0.884662013999332
5,1,1,3,1,2,1,1.94682572300007,1.46737701699931
5,2,2,2,1,1,1,1.76961157200094,1.05633570300051
5,2,2,3,1,2,2,1.64742617900083,0.475554609000028
5,1,1,3,1,2,2,1.77895712400095,0.810537167999428
5,1,1,3,1,1,1,1.92421585799821,0.388454739000736
5,2,2,2,1,2,2,2.0319641119986,0.555010919999404
5,1,1,2,1,1,1,1.34348811900054,0.904056069000944
5,2,1,2,0,1,1,2.82962772700012,0.3932547050008
5,1,1,2,1,2,2,1.58789903099932,0.322845164000682
5,1,2,2,0,1,1,1.48868147400026,0.610588793000716
5,2,2,2,1,1,2,2.3888207229993,0.370095714999479
5,1,2,2,0,2,2,3.75783746600064,0.274976369000797
5,1,1,3,1,2,1,1.07489148100103,0.438241635998565
5,2,1,1,0,1,1,3.83904391800024,0.320436033998703
5,1,1,4,1,2,1,0.974208299001475,0.566062687001249
5,2,2,3,1,2,2,1.67398542900082,0.596461609000471
5,2,1,4,0,1,1,4.1669475409999,0.988102696001079
5,2,2,1,1,1,1,2.74998149400017,0.332385602001523
5,2,2,3,1,2,2,2.55359808799949,0.512016159000268
5,2,2,4,1,2,1,2.77457531400069,0.707538897000632
5,1,1,4,1,1,2,1.93823693300146,1.12152894800056
5,2,1,1,0,1,2,1.80673523400037,0.644174978000592
5,1,1,3,1,2,1,0.980478161000065,0.635250057001031
5,1,1,3,1,2,1,2.02859729699958,0.664506300998255
5,1,1,3,1,1,1,1.3847306380012,0.462983805999102
5,2,2,3,1,2,1,2.11935877600081,0.559866307999982
5,2,1,3,0,1,2,2.38812969300125,0.929500881000422
5,2,2,3,1,1,1,1.81425307000063,0.508249873999375
5,2,2,2,1,1,1,2.36982316299873,0.320184062000408
5,1,1,2,1,2,2,1.8061929889991,0.882956710998769
5,2,1,3,0,2,2,1.99337537800056,2.13543524200031
5,2,2,3,1,2,1,2.26650129700101,0.572853191999457
5,1,2,2,0,1,1,1.37583092900059,0.663547343001483
5,2,2,3,1,2,2,1.94290306500079,1.28715023699988
5,2,2,3,1,2,1,3.10124354599975,0.652595226998528
5,2,1,1,0,1,2,3.46897636699941,0.285451285000818
5,1,1,1,1,1,2,1.1492079890013,0.253017722001459
5,2,2,2,1,2,2,1.24509315199975,0.61860590499964
5,1,1,2,1,2,2,1.69185368000035,0.83804889899875
5,1,1,2,1,1,1,2.84575402799965,0.616609700000481
5,1,1,4,1,1,1,1.16238407499986,0.490524565999294
5,2,2,3,1,1,2,1.36134261000007,0.34559579300003
5,1,1,4,1,1,2,1.51033507099964,0.344320715999856
5,1,1,3,1,2,1,1.42922868999995,0.330373576998682
5,2,2,2,1,1,2,2.37332687200069,0.835607428000003
5,2,2,4,1,2,1,1.25987375299883,1.48006648800038
5,1,2,3,0,2,1,2.3425109130003,0.326157838000654
5,2,2,4,1,2,2,1.23550836899994,0.336241093998979
5,1,1,3,1,1,1,2.3809804829998,0.555125763999968
5,2,2,3,1,1,2,1.71170815400001,0.600872545001039
5,1,1,4,1,2,2,1.17929585899947,0.490412421999281
5,2,2,4,1,2,2,1.36089042099957,0.329338790999827
5,2,2,4,1,1,2,1.38296446499953,0.301340081001399
5,2,2,4,1,2,2,1.21204579300138,0.329759123998883
5,1,1,4,1,2,1,1.09509061999961,0.3783300160012
5,1,2,4,0,1,2,1.31796763300008,0.302697323000757
5,2,2,4,1,2,1,1.02147692200015,0.355234792999909
5,2,2,4,1,1,1,0.847600978000628,0.332095559000663
5,1,1,4,1,1,2,2.07312259799983,0.355437274998621
5,1,2,3,0,1,2,1.3115971340012,0.313135346999843
5,1,1,4,1,1,1,2.15170216200022,0.350948991001133
5,2,2,4,1,2,2,1.33908990000054,0.339343801999348
5,1,1,4,1,1,1,1.39308256000004,0.374905843000306
5,2,2,4,1,2,1,2.62694132100114,0.326538760000403
5,1,1,4,1,2,1,1.44410289900043,0.48873610299961
5,2,2,4,1,1,2,1.72750048200032,0.376359416000923
5,2,2,4,1,2,2,1.1238245930017,0.309720127999753
5,2,1,2,0,2,1,1.95572610100135,1.26716588499949
5,1,1,3,1,2,2,1.32152833200053,0.355375289000222
5,1,1,3,1,1,2,1.58351040699927,0.301976247999846
5,2,2,3,1,2,2,1.18053696800052,0.314381160000266
5,1,1,3,1,1,1,2.88866443799998,0.290073883999867
5,2,1,3,0,1,1,1.24896421800077,0.349080926998795
5,1,1,3,1,1,2,1.49768714499987,0.442624120998516
5,2,1,3,0,1,2,1.18773377400066,0.274983891000375
5,2,2,3,1,1,1,1.60263321799903,0.320043280000391
5,1,1,4,1,1,2,3.77387116400132,1.39410596299967
5,2,2,3,1,1,2,1.81170979499984,0.329199926998626
5,1,1,4,1,2,2,1.49517929899957,0.32989535500019
5,1,1,4,1,2,2,1.76746809799988,0.365585802001078
5,2,2,1,1,2,1,3.62524870700145,0.372736866000196
5,1,1,4,1,1,1,1.80823725299888,0.421758639000473
5,2,1,3,0,1,2,2.51139751200026,0.439686346999224
5,2,2,3,1,1,2,2.56090449200019,1.39877123699989
5,1,1,3,1,2,2,2.4086078019991,0.661556392999046
5,1,1,1,1,1,2,1.70162915600122,3.9994816469989
5,2,2,3,1,2,1,1.35042803800025,0.349970135001058
5,2,2,3,1,2,2,1.19419699400169,1.03309155600073
5,2,2,3,1,2,2,1.62533778099896,0.741726281999945
5,2,1,1,0,1,1,1.52241549199971,0.483971436999127
5,1,1,2,1,1,2,1.8505055659989,0.349422745999618
5,1,1,2,1,2,1,1.35389123599998,0.338339608999377
5,1,2,1,0,2,1,1.32723866000015,0.407914595998591
5,1,1,2,1,2,1,1.97038775100009,0.401102613999683
5,2,2,1,1,1,1,2.34914836700045,0.284642218999579
5,1,2,3,0,1,1,2.84365663600147,0.901755549000882
5,1,1,4,1,2,1,1.61227333700117,0.617760961999011
5,2,2,4,1,2,1,1.22734302400022,0.31189978600014
5,2,1,3,0,2,2,1.62281878700014,0.242850023998471
5,2,2,1,1,1,1,2.40481703899968,0.353615264999462
5,1,1,4,1,2,1,1.03778569300084,0.530601503000071
5,1,1,4,1,1,2,1.04765127199971,0.316242321001482
5,1,1,4,1,1,2,0.922265937999327,0.291765062000195
5,1,1,4,1,1,2,0.882966224000484,0.301321389000805
5,1,1,4,1,1,1,1.34028965700054,0.308897536000586
5,2,2,3,1,1,2,2.38734163200024,0.240303752001637
5,1,1,4,1,1,1,1.42572677099997,0.278980867999053
5,1,2,2,0,2,2,2.00656818399875,0.964158905000659
5,2,2,4,1,2,1,1.65569081800095,0.35483523000039
5,1,1,4,1,1,1,2.55886322299921,0.32614904500042
5,2,2,4,1,2,1,1.41190648500015,0.329491095999401
5,2,2,3,1,2,2,5.57461823899939,1.04111772000033
5,2,2,4,1,1,1,3.05768234800053,1.90739725200001
5,2,2,3,1,2,1,2.65640022400112,0.818597172999944
5,1,1,3,1,2,1,1.45169530100065,1.47169378599938
5,2,1,3,0,1,1,3.69437643099991,0.838106922999941
5,1,1,3,1,2,2,1.74245572899963,0.742972989999544
5,2,1,3,0,2,1,2.62756916199942,0.423386094000307
5,2,2,3,1,2,1,2.96066272100143,0.374458697999216
5,2,2,3,1,1,1,5.25098421800067,0.762857656998676
5,2,2,3,1,2,1,5.41461715600053,0.456252796000626
5,2,2,3,1,2,2,3.52028483399954,0.463201915999889
5,2,2,4,1,2,2,0.99901791999946,0.413087761999122
5,2,2,4,1,2,1,1.8318560810003,0.427489567000521
5,2,2,4,1,1,1,0.932979662000434,0.302267656001277
5,2,2,4,1,1,1,1.08493337099935,0.303859978001128
5,2,2,4,1,1,1,0.894015184998352,0.329293544000393
5,2,2,4,1,2,2,1.78300123900044,0.460516989000098
5,1,2,4,0,2,2,1.47710684999947,0.424099764000857
5,2,2,4,1,1,1,2.32127109999965,0.370089922998886
5,2,2,2,1,1,1,1.74105741399944,0.581526973001019
5,1,1,2,1,2,2,1.27268718400046,1.3307745029997
5,2,1,2,0,2,2,2.61645585800034,0.443458895000731
5,2,2,2,1,2,2,2.45282640099867,0.783791875999668
5,2,2,2,1,1,2,1.7697447240007,0.320425015999717
5,2,1,2,0,1,2,3.93453425100051,0.396295556000041
5,2,2,3,1,2,2,1.28710350999972,0.401549545998932
5,2,2,1,1,2,2,2.47605347399985,0.325489045000722
5,2,2,1,1,1,2,1.58810016899952,0.305434402000174
5,1,2,1,0,1,2,1.24809842300056,0.299813819001429
5,2,2,2,1,2,2,1.11510858600013,0.300057061000189
5,1,2,2,0,1,1,1.93076022300011,0.490418079998562
5,2,1,1,0,1,2,3.29758132499956,0.266227996000453
5,2,2,1,1,1,1,1.70660420599961,0.355598193000333
5,2,2,1,1,1,2,2.2059212690001,0.722946684998533
5,1,2,1,0,1,1,3.792574178,0.547548059999826
5,1,1,4,1,1,2,1.27316358700045,0.324170015001073
5,1,1,4,1,2,2,0.898255467998752,0.268186900000728
5,2,1,4,0,2,2,0.924455857000794,0.629385074998936
5,1,1,4,1,1,2,0.855119428000762,0.291280798999651
5,2,1,4,0,1,1,1.39509622200057,0.328517023999666
5,2,1,4,0,1,1,0.902943256998697,0.305525110999952
5,2,2,3,1,2,2,1.98333356399962,0.237649741000496
5,1,1,4,1,2,2,1.85430312499921,0.513768670998616
5,1,2,1,0,2,2,2.6320532890004,0.475758263999523
5,1,1,3,1,1,2,1.53954794899983,0.355675924000025
5,2,2,4,1,2,1,1.23259203999987,0.332254324999667
5,2,2,2,1,1,2,2.61757711099926,0.254046482999911
5,2,1,2,0,1,1,3.02228413800003,1.34493006199955
5,2,2,3,1,1,2,1.33297002899963,1.48626430799959
5,1,1,3,1,2,1,1.38794134499949,0.337723579999874
5,1,1,4,1,2,2,1.13541491500109,0.463789367000572
5,2,2,4,1,2,1,1.62391633600055,0.565392680999139
5,1,1,4,1,2,1,2.10452464400078,0.353734808000809
5,2,2,4,1,2,2,1.13424151200161,0.382144668999899
5,1,1,3,1,2,2,1.24128838800061,0.326558560998819
5,1,1,3,1,1,2,1.8920492039997,0.310160142000314
5,1,1,3,1,2,2,1.30019600699961,1.64613841100072
5,2,1,3,0,1,1,1.49395201399966,0.280052609001359
5,1,1,3,1,1,1,1.49582918099986,0.330315499999415
5,2,2,1,1,2,1,3.14405566000096,0.278633926000111
5,1,1,2,1,2,2,1.83007256500059,0.491540086000896
5,1,1,4,1,2,2,1.45786496899927,0.421523634999176
5,1,2,1,0,1,1,1.90339410900015,0.672163887000352
5,2,2,3,1,1,2,1.96755354299967,0.302182304998496
5,2,2,3,1,1,1,2.12429475099998,0.581319757000529
5,2,2,3,1,1,2,4.36013447400001,0.292557562999718
5,2,1,3,0,1,1,2.08387237900024,0.477503584999795
5,2,1,3,0,1,1,1.57297918599943,0.276753346999612
5,2,1,3,0,2,2,2.38834567499907,0.353674707999744
5,1,1,3,1,2,1,1.86998327600122,0.288899193999896
5,1,1,3,1,1,1,1.85580665099951,0.307227286000852
5,1,1,3,1,1,1,2.97762810899985,0.326621165000688
5,2,1,2,0,1,2,2.13283567100007,0.684005518000049
5,1,1,3,1,1,2,3.40231148100065,0.686347214999842
5,2,1,3,0,1,2,1.3728494700008,0.372422506001385
5,1,1,3,1,2,2,1.34383391499978,0.328649757000676
5,2,1,3,0,1,2,1.52591389599911,0.407211327999903
5,2,2,1,1,1,1,1.96968236599969,0.272149639000418
5,2,2,1,1,2,2,1.80745142300111,0.357013370001368
5,1,1,1,1,1,2,1.98482745399997,0.207049773998733
5,2,2,1,1,1,1,1.64985197100032,0.333015783999144
5,1,1,3,1,1,1,1.62599730400143,0.807058668000536
5,1,1,3,1,1,1,2.16108789899954,0.263526415001252
5,1,2,3,0,1,2,2.99805174799985,1.25905028299894
5,2,2,3,1,2,2,2.54636353900059,0.585586876999514
5,2,2,3,1,2,2,2.01207086400063,0.505240648000836
5,1,1,1,1,1,1,2.79914047600141,0.411518722001347
5,1,1,1,1,1,1,2.35826797100162,0.340955523999583
5,1,2,1,0,1,1,1.44205371499993,0.373774032999791
5,2,1,1,0,2,1,2.73755570799949,0.272965538999415
5,2,2,1,1,2,1,2.03264602499985,0.284317732999625
5,2,2,1,1,1,1,1.38764161499967,0.27423177899982
5,1,2,1,0,1,1,1.61792513799992,0.254102087001229
5,1,2,1,0,1,2,1.40735212800064,0.341077091999978
5,2,2,1,1,1,1,1.92183682699942,0.338630483000088
5,1,2,1,0,2,2,2.41551462200005,0.331095650999487
5,2,1,1,0,1,1,1.64075606699953,0.260181658000874
5,2,1,1,0,2,2,2.80502462299955,0.273455155000192
5,1,1,1,1,2,2,1.80882174500039,0.278527821999887
5,2,1,1,0,2,1,1.55789710700083,0.32595487600156
5,2,2,1,1,2,1,2.81981107000138,0.287314782999601
5,1,1,1,1,2,1,1.46995516300012,0.288870727999893
5,2,2,2,1,1,1,2.30390091299887,0.608715714999562
5,2,1,2,0,1,1,3.26677008799925,5.9807233399988
5,1,1,2,1,1,2,1.26561228500032,0.444619099000192
5,1,2,3,0,1,1,1.46216173600078,0.505793790000098
5,2,1,3,0,1,1,2.28789157000028,0.705096005000087
5,2,1,3,0,1,2,2.30375546999858,0.416401518999919
5,1,1,3,1,1,2,1.51418863199979,0.330559276000713
5,1,1,3,1,1,2,1.11281130700081,0.330472276000364
5,1,1,3,1,1,2,1.24017589199866,0.276991680999345
5,2,2,2,1,2,1,1.7331556199988,0.364858232000188
5,1,1,3,1,2,2,2.05623896200086,0.435202328000742
5,1,1,3,1,2,2,1.03670012800103,0.289206138999361
5,2,1,3,0,1,1,3.32875723600046,0.455266349999874
5,1,1,3,1,2,2,1.03997041000002,0.564821817999473
5,2,1,3,0,2,2,1.91165466299935,0.361150813001586
5,2,1,3,0,2,1,2.00589326000045,0.37041284299994
5,2,1,3,0,2,2,2.20666095800152,0.258999735000543
5,2,1,3,0,2,1,2.59616257099879,0.328996829000971
5,1,1,3,1,1,2,1.2547220560009,0.466391296000438
5,2,2,3,1,2,1,1.35463009300111,1.15367659399999
5,1,1,4,1,2,2,0.989593988000706,0.420790607999152
5,2,2,4,1,2,2,1.96639753700038,0.284123348999856
5,2,2,1,1,1,1,2.25172863199987,0.238177232000453
5,2,1,2,0,2,2,2.09591492700019,0.361476924001181
5,1,1,2,1,1,1,4.21383525900092,0.616740753999693
5,1,1,2,1,1,2,3.57816437999827,0.342441848000817
5,2,2,1,1,2,1,2.24340338299953,0.998622552999223
5,2,2,1,1,1,2,2.18503358299859,0.254436828998223
5,1,1,1,1,1,1,1.55083673400077,0.590271009999924
5,1,2,1,0,1,1,1.56883541800016,0.320119289999639
5,1,1,1,1,2,1,1.29380058800052,0.29686905699964
5,2,2,1,1,2,2,2.18141410899989,0.315187272000912
5,1,1,2,1,2,1,2.13743759000135,0.448833531998389
5,1,1,3,1,2,2,1.46502251499987,0.9238783339988
5,2,2,3,1,1,1,1.56938838499991,0.655764654999075
5,1,1,3,1,1,2,1.31213852900146,0.393826097999408
5,2,2,3,1,2,1,1.47700391899889,0.344341226000324
5,2,2,2,1,1,2,1.54115322400139,0.453853076000087
5,1,1,3,1,2,1,1.15002471200023,0.333997687001101
5,2,2,3,1,2,1,1.72245245100021,0.355498707000152
5,2,2,4,1,2,2,1.31150143100058,0.313524739000059
5,1,2,4,0,1,2,1.40048794500035,0.221542675999444
5,1,1,1,1,2,1,2.54362046000097,0.246699187000559
5,2,2,3,1,1,1,1.62417252700106,0.245373833000485
5,2,2,2,1,2,1,1.19056581699988,0.372513645001163
5,1,1,3,1,2,2,1.39260219900098,0.310954209000556
5,2,2,1,1,2,1,3.47747740900013,0.278765676999683
5,1,2,1,0,2,1,1.58977689100175,0.276615656999638
5,2,2,1,1,1,1,1.508193742,0.229861407000499
5,2,1,3,0,2,1,1.57565532900117,1.49442581599942
5,1,2,1,0,2,2,6.24406437800099,0.595685824000611
5,2,2,3,1,1,2,4.45406594100132,0.334830817999318
5,1,2,3,0,1,1,3.00369973200031,0.8950434519993
5,1,1,1,1,1,1,3.60630789099923,0.289381371998388
5,2,1,3,0,1,2,7.23232990399993,0.839718385999731
5,2,2,4,1,2,1,1.27963337999972,0.539308542000072
5,1,1,4,1,2,2,1.15197070999966,0.304260614999293
5,1,2,4,0,2,1,1.85446836199844,0.337606854998739
5,2,2,4,1,2,1,1.24674116099959,0.282309950998751
5,1,1,4,1,2,1,1.09745234000002,0.315533955999854
5,2,2,4,1,2,1,1.22555727300096,0.278844415001004
5,1,1,4,1,1,1,1.1425272460001,0.47169784200014
5,2,2,4,1,2,2,1.18310246699912,0.269607791000453
5,2,2,4,1,1,1,1.42140632799965,0.24226363300113
5,2,2,4,1,1,1,1.04405668899926,0.264956966000682
5,1,1,4,1,2,2,0.921170253001037,0.274893051000618
5,1,1,4,1,2,2,0.86630349600091,0.238391447999675
5,1,1,4,1,2,2,0.911662141001216,0.234158274999572
5,1,1,4,1,2,1,1.01897871899928,0.192239169000459
5,1,1,4,1,1,2,0.915273257000081,0.22156574300061
5,2,1,4,0,1,1,1.18325112499952,0.20553858400126
5,1,1,4,1,2,2,0.928803247999895,0.249881036999795
5,1,1,4,1,1,1,1.21075577800002,0.200901836999037
5,1,1,4,1,2,2,1.01897732499856,0.240645197000049
5,2,2,1,1,1,1,3.90565464300016,0.336323886998798
5,2,2,3,1,2,2,1.82167302800008,0.258388256999751
5,2,2,4,1,2,1,1.28263543899993,0.221685192000223
5,1,1,4,1,2,1,2.04707263300043,0.203307081001185
5,2,1,3,0,2,1,1.74153647800085,0.245536274000187
5,2,2,4,1,2,2,1.36676431900014,0.302121220000117
5,2,1,4,0,1,2,1.78816325799926,0.386095230998762
5,1,1,3,1,1,1,1.56403144700016,0.235215720000269
5,2,2,1,1,2,2,2.38077745400005,0.330819026001336
5,2,2,1,1,1,1,1.80009601500024,0.477879980999205
5,2,1,3,0,2,2,1.22143265100021,0.322670478999498
5,1,1,3,1,1,1,1.07176234899998,0.227598340999975
5,1,1,3,1,1,1,0.837664536000375,2.73829414699867
5,1,1,2,1,1,1,1.4532820079985,0.496914977000415
5,1,1,2,1,1,1,1.01545499499844,0.333354921000137
5,2,2,1,1,2,2,2.21848312899965,0.349987534998945
5,2,1,3,0,2,1,1.61086817099931,0.232631670000046
5,1,2,1,0,2,2,1.75372107699877,0.305225753998457
5,2,1,3,0,2,2,1.7430566460007,0.247483126000589
5,1,2,3,0,2,2,2.36086250799963,0.263463033999869
5,2,2,1,1,2,2,2.99931108300007,0.251332695001111
5,2,1,3,0,1,1,1.94836308800041,0.315825763998873
5,2,1,3,0,1,2,8.56905864600049,0.281002178999188
5,1,1,4,1,2,2,1.27224760299941,0.243381433001559
5,1,1,4,1,2,2,1.15681182200024,0.212521232000654
5,1,2,1,0,1,2,2.61508768900057,0.234613250000621
5,1,1,4,1,1,1,1.14852312100084,0.235933038999065
5,2,1,4,0,1,2,1.72500738499912,0.213923793000504
5,2,2,3,1,1,2,1.94486524700005,0.248070730998734
5,1,1,4,1,1,1,1.20877276499959,0.294868289000078
5,2,2,4,1,2,2,1.30164135700034,0.287814365001395
5,1,1,4,1,2,1,1.51875396399919,0.256386860999555
5,1,2,2,0,1,2,1.32806347899896,0.505607324999801
5,1,1,4,1,2,2,2.04817081799956,0.202984073999687
5,2,2,4,1,2,2,1.40551381499972,0.259625336000681
5,2,2,4,1,1,1,1.92416106000019,0.324551458001224
5,2,2,4,1,2,2,2.62603257599949,0.245937367999431
5,2,1,4,0,1,1,2.00715596099872,0.355713868000748
5,1,2,4,0,2,2,1.74462251000114,0.216572360999635
5,1,2,3,0,1,2,2.02655421899908,0.231056589000218
5,1,2,1,0,1,1,1.7525455039995,0.399819333000778
5,1,1,1,1,1,1,3.01850266300062,0.26945202099887
5,1,1,3,1,2,2,1.67772247799985,0.264460853999481
5,1,1,4,1,2,2,2.16773675699915,0.254807643999811
5,1,1,4,1,2,2,2.4623356129996,0.217891409998629
5,2,2,4,1,1,1,1.32320277799954,0.324408780999875
5,1,1,4,1,2,2,1.28246987799866,0.220581207000578
5,1,1,4,1,1,2,1.53432399299891,0.255108227000164
5,1,1,3,1,1,2,1.45581221599969,0.275227165000615
5,1,1,3,1,1,2,1.25054615299996,0.239041483999245
5,2,2,2,1,1,1,2.08010171699971,0.282990033001624
5,1,1,4,1,2,1,1.30574886700015,0.259767578998435
5,1,1,4,1,2,1,1.63557692100039,0.304272514998956
5,1,1,3,1,2,1,4.20632995800042,0.57691674400121
5,1,1,3,1,2,1,0.852420701001392,0.273304024000026
5,2,1,3,0,2,1,0.945229760000075,0.250030197999877
5,2,2,1,1,1,1,3.19393838500037,0.246981350999704
5,2,2,1,1,2,1,2.30352408699946,1.16808020999997
5,2,2,1,1,1,2,1.78682090899929,0.368329213000834
5,1,1,1,1,1,1,1.77252919999955,0.227417247999256
5,1,1,3,1,1,1,1.76481701199918,0.475703763999263
5,1,1,3,1,1,1,1.61940845400022,0.272125509000034
5,1,1,1,1,1,1,1.6158317999998,0.268791520999002
5,2,2,1,1,1,1,2.12422167700061,0.228996969999571
5,2,2,1,1,2,2,1.92628741199951,0.743323294998845
5,1,1,3,1,1,2,1.36418801699983,0.235116089999792
5,2,2,3,1,1,2,2.78045584400024,0.362061024001378
5,1,1,3,1,2,2,3.79832054500002,0.553999024999939
5,2,2,1,1,2,2,1.74249074599902,0.326546922999114
5,1,2,3,0,2,1,3.04413890199976,0.32654753299903
5,2,2,3,1,1,1,1.44381425999927,0.488867797001149
5,2,1,1,0,1,1,1.58401008000146,0.253750993000722
5,2,1,1,0,2,1,0.814301361000616,0.235877211000115
5,1,1,4,1,1,2,1.32546550099869,0.470332326000062
5,2,2,4,1,2,1,2.60635224900034,0.482273233999877
5,2,2,3,1,1,1,4.68165174299975,0.936818770000173
5,1,1,4,1,2,1,0.972824190999745,0.548899019000601
5,1,1,4,1,1,2,1.19311669200033,0.344105248001142
5,1,1,4,1,2,1,2.30858544599869,0.421419992000665
5,2,2,3,1,1,2,3.03875736599912,1.16987323000103
5,1,1,4,1,2,1,1.06823182399967,0.271951136999633
5,1,1,4,1,1,1,0.831609902999844,0.316485747000115
5,2,2,4,1,2,1,1.38652672399985,0.305185770999742
5,1,1,4,1,1,1,1.23175504000028,0.395951171998604
5,1,1,4,1,2,2,0.886855450000439,0.257726056999672
5,1,2,3,0,1,2,1.33017626400033,0.267261542998313
5,2,1,3,0,2,1,3.01912321599957,0.254437662999408
5,1,1,4,1,2,2,1.05474020800102,0.227033306999147
5,1,2,1,0,1,2,4.53270759599945,0.314492575000259
5,2,2,1,1,2,1,4.71300331200109,0.215049050000744
5,2,2,4,1,2,2,1.46511462700073,0.204513888000292
5,1,2,1,0,1,1,1.96703890400022,1.74177885999961
5,2,2,1,1,1,1,2.0006058910003,0.350500456999725
5,2,2,1,1,2,2,1.33847815000081,0.259173041000395
5,2,2,3,1,1,1,1.4433328569994,1.17617978700036
5,1,1,3,1,2,1,1.58678347100067,0.288869572001204
5,2,2,3,1,2,1,1.42371644099876,0.26131316899955
5,2,1,1,0,1,2,3.63744752799903,0.223296428001049
5,2,1,1,0,2,1,1.72932399800084,0.249983031999363
5,2,2,1,1,1,2,1.85051407799983,0.398078559999703
5,2,2,1,1,1,2,2.55295929699969,0.239497496000695
5,2,2,2,1,2,2,1.58486703899871,0.207296416001554
5,2,2,2,1,2,2,2.36954700500064,0.239687954999681
5,2,1,1,0,2,2,1.63263475500025,0.733213389999946
5,2,1,1,0,1,2,1.44968321600027,0.57275276800101
5,2,1,1,0,2,1,1.58485008000025,0.318557896000129
5,1,1,1,1,2,1,0.956872665999981,0.276497204999032
5,2,2,3,1,1,2,4.33922471200094,0.944689611000285
5,1,1,3,1,2,2,1.41246671599947,0.682308831999762
5,2,2,3,1,1,1,2.32905426399884,0.376906879999297
5,1,1,4,1,2,1,0.901208558001599,0.351631110001108
5,1,1,4,1,1,1,0.875162310001542,0.294937910999579
5,2,1,1,0,1,1,3.23828548100028,0.305172440999741
5,2,1,1,0,1,1,1.08721684299962,0.258309336999446
5,2,2,1,1,1,2,1.69852431100117,0.316083711999454
5,2,2,1,1,1,2,1.2093552339993,0.279460925001331
5,2,1,1,0,1,2,1.71938575900094,0.304033455000535
5,1,2,1,0,1,1,2.41465809499823,0.315291648999846
5,2,2,1,1,2,1,0.873026810999363,0.788775963999797
5,1,2,1,0,1,2,1.48755149899989,0.273622163000255
5,1,1,1,1,2,2,2.08120272199994,0.25198516799901
5,2,2,1,1,2,2,2.07657584399931,0.294633878000241
5,2,2,1,1,1,1,1.15818544700051,0.261609298000621
5,2,2,1,1,1,2,1.03000048500144,0.299835397001516
5,2,1,3,0,2,1,1.33798514199952,0.210693402001198
5,2,2,1,1,2,1,1.54141324100056,0.341909562999717
5,1,1,3,1,2,2,1.41056585799925,0.264589133001209
5,2,2,3,1,2,2,1.38461242999983,0.287260872999468
5,2,2,2,1,2,1,1.85401685400029,0.497885356000552
5,2,1,2,0,1,1,1.72004960699996,0.336356304998844
5,1,1,3,1,2,1,2.17330021200178,0.276148928000111
5,2,1,1,0,2,1,4.57998672400026,0.871350655999777
5,1,1,3,1,1,1,1.16671586800112,0.301608050998766
