Subject,Stimulus,Response,Confidence,Correct,Contrast,Side,RT_Decision,RT_Confidence
1,2,2,1,1,1,1,1.36461987900839,0.436281503993087
1,1,2,1,0,1,1,0.88525513499917,0.151434935993166
1,2,2,1,1,1,2,0.996657455994864,0.243156513999566
1,2,2,2,1,1,2,0.908371490004356,0.246147605997976
1,2,2,3,1,2,2,0.575651908002328,0.231410284992307
1,2,2,4,1,1,2,0.544955072007724,0.354419961004169
1,2,1,1,0,1,1,0.85491182700207,0.139706520989421
1,2,2,2,1,2,1,0.712920637000934,0.162661415000912
1,1,1,1,1,1,2,0.831629757987685,0.156592897008522
1,2,2,1,1,1,1,1.2245746349945,0.28667276800843
1,2,2,2,1,2,1,0.821479928010376,0.179032972999266
1,1,1,1,1,1,1,0.871172831990407,0.170605669001816
1,2,1,3,0,2,1,1.31031738100864,0.264735600008862
1,1,2,1,0,2,1,0.856138128001476,0.26102666000952
1,2,2,4,1,2,2,1.56529014700209,0.24445353099145
1,1,1,1,1,1,1,0.965750939009013,0.141036721994169
1,2,2,4,1,2,2,0.826234417996602,0.184187688995735
1,2,2,3,1,1,1,0.954987723991508,0.243550615996355
1,1,1,2,1,1,2,0.852214749000268,0.144920260994695
1,2,1,1,0,1,2,1.40633633499965,0.147650373997749
1,2,2,3,1,2,1,0.905589707996114,0.187323000005563
1,1,1,3,1,2,1,1.04668150198995,0.21099732699804
1,2,2,3,1,1,1,1.56502416799776,0.204056125003262
1,2,1,1,0,1,1,1.03931792599906,0.164105759002268
1,2,2,2,1,1,2,0.928678484997363,0.442183753999416
1,2,2,3,1,1,1,0.954948149999836,0.163407092011767
1,2,2,3,1,1,2,1.71219006899628,0.313126490000286
1,1,2,1,0,2,1,0.94402330101002,0.96795768100128
1,1,2,1,0,1,1,2.41981606899935,0.215901525996742
1,1,1,2,1,2,1,1.24114897599793,0.414198662998388
1,1,1,1,1,1,2,1.45601936599996,0.388520439999411
1,1,1,4,1,2,2,1.02355396799976,0.28500774600252
1,1,1,3,1,1,1,1.5153853380034,0.220960824008216
1,1,1,3,1,2,1,0.782401813994511,0.358221889997367
1,1,1,4,1,1,2,1.52202376800415,0.131371030001901
1,2,2,3,1,2,1,1.83274816800258,0.220628454000689
1,2,2,3,1,2,2,1.48644931799208,0.617126273005852
1,1,2,4,0,2,1,1.27450159999717,0.814009485999122
1,1,1,1,1,1,2,1.03185721200134,0.180588949006051
1,2,2,4,1,2,2,0.896066481000162,0.539760357001796
1,2,2,4,1,2,1,0.952335466005025,0.288755500005209
1,2,2,4,1,1,1,0.784140478994232,0.294590560995857
1,1,1,2,1,1,2,0.965763822008739,0.285895123000955
1,2,2,3,1,2,1,0.828229781007394,0.266679455991834
1,2,2,2,1,2,2,1.12213957999484,0.243587942997692
1,2,2,1,1,1,2,1.56273154300288,0.153914770009578
1,1,1,2,1,1,1,1.87088632400264,0.289361196002574
1,2,2,1,1,1,1,1.03992043700418,0.236894027999369
1,2,2,2,1,2,1,0.950219783000648,0.158991602002061
1,2,2,2,1,2,2,0.939103336990229,0.308307831001002
1,1,1,1,1,1,1,0.946752440009732,0.394732396991458
1,1,1,1,1,2,2,0.95829759100161,0.205994040006772
1,2,2,1,1,1,2,0.800989013994695,0.310897999006556
1,1,1,1,1,2,2,1.04575660299452,0.154925975002698
1,1,1,2,1,2,2,1.14325354200264,0.551895514989155
1,1,1,3,1,1,2,1.28368557000067,0.198806898013572
1,1,1,2,1,1,2,1.00906548500643,0.215491050999844
1,1,1,3,1,2,2,0.937326490995474,0.20189344699611
1,2,1,1,0,1,2,0.924356937990524,0.198460635001538
1,2,2,1,1,1,2,1.22515077599382,0.34206536700367
1,2,2,2,1,1,1,2.20371278400125,0.232212632006849
1,1,1,2,1,2,2,0.81807589699747,0.223346587998094
1,2,1,1,0,2,1,2.32931845700659,0.177367027004948
1,1,1,2,1,1,1,0.789555979994475,0.228922147012781
1,1,1,1,1,1,2,1.01480357399851,0.187590818997705
1,1,1,1,1,1,2,0.687673060994712,0.154121489002137
1,1,2,1,0,2,1,0.982784184991033,0.214208274002885
1,2,2,2,1,1,2,0.920674163993681,0.201972979994025
1,1,1,1,1,1,2,0.764841732001514,0.316693471002509
1,1,2,1,0,2,1,1.68240531699848,0.140430287006893
1,1,1,3,1,2,2,0.937540667990106,0.330777976996615
1,1,2,1,0,1,1,0.880598132003797,0.130824191990541
1,1,1,1,1,1,1,1.15353318300913,0.168708476005122
1,2,2,1,1,2,1,1.84555262200593,0.169034095000825
1,1,1,2,1,2,2,0.79730704400572,0.195780959998956
1,2,2,2,1,1,1,0.767081131998566,0.254785013996297
1,1,1,1,1,2,1,0.76681849299348,0.191119762006565
1,1,1,1,1,1,2,1.82599521298835,0.158057761000237
1,1,1,3,1,1,2,0.947527191994595,0.243145112006459
1,2,2,3,1,2,2,0.836667639989173,0.281537638002192
1,1,1,3,1,1,2,0.848911018998479,0.245633283004281
1,2,2,3,1,1,1,0.942720007995376,0.311774722998962
1,2,2,4,1,2,2,1.26990329800174,0.168779052997706
1,2,2,4,1,2,1,1.02879698300967,0.242128486992442
1,1,1,4,1,1,1,1.03593396100041,0.20821809800691
1,1,1,4,1,2,1,0.635347998992074,0.216471154999454
1,1,1,2,1,2,2,0.937909461994423,0.35559697500139
1,2,2,4,1,2,1,1.0716206789948,0.21904850100691
1,2,2,3,1,2,2,1.66060310800094,0.159924442996271
1,2,2,3,1,1,1,0.86930732599285,0.216454199005966
1,1,2,1,0,1,1,1.20286521299568,0.528255540004466
1,2,1,1,0,2,2,2.10156190600537,0.879376617012895
1,2,2,4,1,2,2,0.83779714400589,0.218950504000532
1,1,1,2,1,1,1,1.83692001798772,0.353073956997832
1,2,2,3,1,2,1,0.885514007008169,0.392602473992156
1,2,2,3,1,2,2,1.89768279700365,0.371842620006646
1,1,1,2,1,2,2,0.831557814002736,0.38041009499284
1,1,1,1,1,2,2,0.799882200008142,0.150341000000481
1,1,1,1,1,2,2,0.722982428007526,0.148750190011924
1,1,1,1,1,1,2,0.666022172998055,0.125645332009299
1,2,2,3,1,2,1,0.93137213299633,0.228253335008048
1,2,2,2,1,1,1,0.702045252008247,0.208746991993394
1,1,1,2,1,1,1,0.930998236988671,0.29216805100441
1,1,1,1,1,1,2,1.13130901400291,0.25229064800078
1,1,1,1,1,1,2,0.956330763001461,0.148602329994901
1,2,2,2,1,1,2,0.905152585997712,0.227637392003089
1,2,2,2,1,1,1,1.06968178099487,0.336840476011275
1,1,1,3,1,2,2,0.814609683991876,0.379889959993307
1,2,2,3,1,2,2,0.823412012003246,0.373198450994096
1,2,2,2,1,1,1,1.16075219500635,0.361540080004488
1,2,2,1,1,1,1,1.13319794400013,0.150285597002949
1,1,1,2,1,2,2,0.827148634009063,0.152338522995706
1,1,1,3,1,2,1,1.10105102500529,0.319571015992551
1,1,1,2,1,2,1,0.772985944000538,0.33290839199617
1,2,2,2,1,2,1,0.897758773004171,0.516152992990101
1,1,1,1,1,1,1,1.07387046000804,0.188777921997826
1,1,1,2,1,1,2,0.912218525991193,0.25079588299559
1,2,2,3,1,2,1,0.995242582008359,0.634335360999103
1,2,2,3,1,1,2,1.83483357200748,0.326948051006184
1,1,1,4,1,2,1,1.23651477399108,0.208879284997238
1,2,2,4,1,1,2,1.01198181899963,0.22631325799739
1,1,2,1,0,1,1,1.94751278900367,0.315401380998082
1,2,2,4,1,2,2,1.25681941201037,0.212745835990063
1,2,2,4,1,2,2,0.767110414992203,0.167033057005028
1,2,2,3,1,2,1,1.35459569501108,0.738774597994052
1,1,1,3,1,1,2,0.934900534994085,0.424115955989691
1,2,2,4,1,1,1,0.993618214997696,0.552868518992909
1,2,2,3,1,1,1,0.749303484000848,0.277509246006957
1,2,2,4,1,2,2,1.26899746499839,0.296386966991122
1,2,2,4,1,2,1,1.26342288199521,0.314984441007255
1,2,2,2,1,1,2,1.14487052599725,0.489451332992758
1,1,2,1,0,1,1,1.36847460998979,0.199003426008858
1,1,1,1,1,1,1,1.24989979399834,0.253753655997571
1,2,2,3,1,2,1,0.918702607988962,0.46403552099946
1,2,1,1,0,1,1,1.00042179498996,0.270252621005056
1,1,1,2,1,2,1,1.39046640999732,0.17274371899839
1,2,2,2,1,1,2,1.10416708499542,0.538529021010618
1,1,1,3,1,2,2,0.967794542986667,0.350707004996366
1,1,1,2,1,1,2,0.875766459008446,0.191036121992511
1,2,2,2,1,2,2,0.834556678004446,0.327398941997672
1,2,2,2,1,2,1,0.981433598994045,0.163815596999484
1,2,2,3,1,2,1,0.856246865994763,0.236939887006884
1,1,1,1,1,1,1,1.03002361700055,0.131298963009613
1,1,2,2,0,1,1,1.06517362500017,0.156903821000014
1,1,2,2,0,2,2,1.5448244910076,0.137631128993235
1,1,1,1,1,2,2,1.77527844299038,0.278631223991397
1,1,1,1,1,2,2,0.798330474004615,0.132817411009455
1,2,1,1,0,1,2,0.993820882998989,0.144365419997484
1,1,1,2,1,2,2,0.710403627992491,0.200999174005119
1,2,2,1,1,1,2,0.979385556012858,0.258355146987014
1,2,2,2,1,2,1,2.28334733599331,0.140655327995773
1,2,2,1,1,2,1,1.09005014100694,0.172324759987532
1,1,1,3,1,2,1,1.0726326899894,0.348247062996961
1,2,2,3,1,2,2,1.23231571599899,0.277112198993564
1,2,2,2,1,1,2,0.996988243001397,0.267287841998041
1,1,1,2,1,2,2,0.914518690988189,0.124536882998655
1,2,1,1,0,1,2,1.89812196898856,0.123773546001758
1,2,2,4,1,2,1,1.12954348199128,0.234654526997474
1,2,2,1,1,1,2,1.61924570400151,0.152648004994262
1,2,2,2,1,2,2,0.853326215990819,0.209329142002389
1,1,1,3,1,2,1,1.13198038899282,0.396707082007197
1,2,2,3,1,1,2,1.27977696499147,0.331242419997579
1,1,1,1,1,1,2,0.920058450006763,0.185478942992631
1,2,2,2,1,2,2,0.781156390003162,0.284274913006811
1,2,2,2,1,1,1,1.73932952299947,0.163532973005204
1,1,1,3,1,2,1,0.86371349899855,0.235053127995343
1,1,1,1,1,1,2,0.988811989998794,0.147898031005752
1,1,1,1,1,2,2,0.712769959005527,0.14780482200149
1,1,1,1,1,1,1,1.04837579200102,0.148925539004267
1,2,2,2,1,1,1,0.889178204990458,0.220132478993037
1,1,1,2,1,2,1,1.20581214199774,0.252349974005483
1,2,2,1,1,1,2,1.06880882299447,0.376437914004782
1,1,1,2,1,1,1,1.93953612000041,0.243357429004391
1,2,2,2,1,2,1,1.9170302440034,0.165286580988322
1,2,2,1,1,2,1,1.02549324100255,0.18307623200235
1,2,2,1,1,1,2,1.3141954390012,0.218953450006666
1,2,2,2,1,1,2,0.812997867004015,0.179151402000571
1,2,2,1,1,1,1,0.951177219001693,0.199018338011228
1,2,1,1,0,1,1,0.825570863002213,0.159249322998221
1,1,1,1,1,1,2,0.835579652004526,0.153058001989848
1,1,1,1,1,1,1,0.821331707993522,0.1555121220008
1,1,2,1,0,1,1,0.848207215996808,0.164688188000582
1,1,2,1,0,1,1,0.88091617799364,0.180167667989735
1,1,2,1,0,2,2,1.1838748309965,0.262520267002401
1,2,2,2,1,2,2,1.06334188299661,0.171604205999756
1,2,2,3,1,2,1,1.10281435400248,0.29741332300182
1,2,1,1,0,1,1,1.58422625499952,0.150435937001021
1,1,1,2,1,1,2,1.20313939699554,0.272986324998783
1,2,2,3,1,2,1,0.784640149009647,0.232044289004989
1,2,2,1,1,1,2,1.80111134999606,0.406795741990209
1,1,1,2,1,2,2,1.87247934400511,0.226991930001532
1,1,1,3,1,1,1,1.43757177000225,0.329482636996545
1,2,2,3,1,2,1,0.823452661003103,0.22936663699511
1,2,2,4,1,2,2,0.815168729997822,0.277138264995301
1,1,1,1,1,1,2,1.19659180800954,0.642166071993415
1,1,2,1,0,1,2,1.12940526899183,0.291245813001296
1,1,1,2,1,2,1,1.40181897599541,0.279617969004903
1,2,2,1,1,2,2,1.6634693070082,0.243332590995124
1,1,2,1,0,1,1,1.43597278300149,0.168649350001942
1,2,2,2,1,1,1,0.812662049007486,0.242067886996665
1,1,2,2,0,1,2,1.0359664580028,0.248561956992489
1,1,2,1,0,2,1,0.945042998006102,0.218169783998746
1,1,2,1,0,2,1,1.78796351200435,0.145822018996114
1,2,2,3,1,2,1,0.831183193004108,0.212066844003857
1,1,1,3,1,2,2,0.926829860007274,0.368494811002165
1,1,1,3,1,2,2,0.963994937003008,0.195425062993309
1,2,2,1,1,1,2,0.838994598991121,0.403656987007707
1,2,2,1,1,1,1,1.58261764100462,0.147939162998227
1,1,2,1,0,1,1,0.970045174995903,0.15323468700808
1,2,2,1,1,1,2,1.05390114799957,0.529647571995156
1,1,1,3,1,1,2,1.70359606099373,0.160869788000127
1,2,2,3,1,2,2,0.933680613990873,0.18256261399074
1,1,1,3,1,2,1,1.12172179399931,0.242777805993683
1,1,1,4,1,2,2,1.09244946300169,0.207353163990774
1,2,2,2,1,1,1,1.08932534500491,0.252666492990102
1,2,2,1,1,2,1,0.797093355999095,0.179340094997315
1,1,1,2,1,1,1,1.37565318999987,0.350759745007963
1,2,2,3,1,1,2,0.843121687008534,0.287519885998336
1,2,2,3,1,1,2,0.878987788004451,0.251138070001616
1,2,2,3,1,2,2,0.691351175002637,0.278103186996304
1,2,2,3,1,2,2,0.694316816006904,0.209362477005925
1,2,1,1,0,1,1,1.17970973199408,0.155517501014401
1,1,1,3,1,2,1,1.23991796500923,0.300180092992377
1,2,1,3,0,2,2,1.58724211600202,0.137140898004873
1,2,2,4,1,1,1,1.03003464300127,0.251665720003075
1,1,1,1,1,1,2,1.02755192799668,0.176778134002234
1,2,2,1,1,1,2,1.50119918100245,0.166518193989759
1,1,1,3,1,1,2,1.02695011999458,0.288382918995922
1,2,2,1,1,1,2,1.60699439200107,0.124933193001198
1,1,2,1,0,1,1,1.24270176599384,0.231548976997146
1,2,2,3,1,1,1,1.00941262600827,0.23206810800184
1,2,2,3,1,1,1,0.944622077004169,0.210288738002419
1,2,1,1,0,1,2,1.39659189400845,0.187180195993278
1,2,2,2,1,2,2,0.877526498996303,0.338077052001609
1,2,2,3,1,1,2,1.41447723298916,0.21987043399713
1,2,1,1,0,1,1,1.76550207698892,0.156545225006994
1,2,2,3,1,2,1,1.1132949449966,0.25900955000543
1,2,1,1,0,1,2,1.31534667300002,0.188480170996627
1,2,1,1,0,2,1,1.2082312140119,0.318063522005104
1,2,1,1,0,1,2,0.739971629009233,0.148830328995246
1,1,1,1,1,1,2,0.777646142989397,0.161530294994009
1,1,2,2,0,1,2,0.974054004997015,0.349936389000504
1,1,1,3,1,2,1,1.91381369100418,0.21886221600289
1,1,1,3,1,2,2,0.949101083999267,0.357342285002233
1,1,1,1,1,1,1,1.06561562100251,0.365179911997984
1,1,1,1,1,1,2,1.04736278500059,0.291600647004088
1,2,2,1,1,1,1,0.842513504001545,0.191390153995599
1,1,1,2,1,2,2,0.762773483002093,0.195284241999616
1,2,2,2,1,2,2,0.718550969002536,0.216315901998314
1,1,1,3,1,1,2,0.738301955003408,0.235523898998508
1,1,1,2,1,2,1,1.10821425500035,0.406526739010587
1,2,2,1,1,1,1,1.49692853800661,0.18652959499741
1,2,1,3,0,1,1,0.941671450986178,0.302148594011669
1,1,1,1,1,1,2,1.03708704200108,0.13829026199528
1,1,2,1,0,2,2,1.15138524900249,0.175586455006851
1,1,1,1,1,1,2,0.890743864001706,0.142152468004497
1,1,2,1,0,2,1,0.915251244005049,0.1806235940021
1,2,1,1,0,1,2,1.13719006700558,0.138084135003737
1,1,1,1,1,1,2,0.71868545000325,0.136837489000754
1,1,2,1,0,1,1,0.870085866990848,0.129831629004912
1,1,2,1,0,1,1,1.48803926199616,0.162464552005986
1,1,1,1,1,1,2,1.32686488699983,0.16837809199933
1,2,2,2,1,2,2,0.787622240997734,0.307113987000776
1,1,1,1,1,1,1,0.913569602998905,0.131114890988101
1,1,1,3,1,2,2,0.873066856001969,0.29285836899362
1,2,2,1,1,2,2,0.843859095999505,0.19283976200677
1,2,2,2,1,1,2,0.907946843988611,0.246467395991203
1,1,1,1,1,1,2,0.903857989003882,0.121548381008324
1,1,1,3,1,2,1,1.24804000899894,0.395827215994359
1,2,2,1,1,1,1,0.862428455002373,0.203286506002769
1,1,1,1,1,2,2,1.98134591100097,0.13114233801025
1,1,1,1,1,2,1,1.2495488239947,0.22935293300543
1,1,1,2,1,2,2,0.990880832992843,0.166206102003343
1,1,1,2,1,1,1,1.2023920770007,0.2158317190042
1,1,1,1,1,1,1,0.769827132986393,0.153462950998801
1,2,2,2,1,2,1,0.958503276997362,0.26250477800204
1,1,2,2,0,1,2,0.950688230004744,0.174925842991797
1,2,2,2,1,1,1,1.07534009400115,0.398658224992687
1,2,2,3,1,2,2,0.761036005002097,0.217637765003019
1,2,2,4,1,2,1,0.907116397007485,0.269826835996355
1,2,2,1,1,1,2,1.22109603499121,0.186819504000596
1,2,2,2,1,2,2,0.846212178003043,0.130467302995385
1,1,1,1,1,1,1,0.856157036003424,0.148600517000887
1,1,2,1,0,1,1,0.961544500998571,0.257289806002518
1,1,1,3,1,2,1,1.03441146599653,0.302599682996515
1,2,2,4,1,2,1,0.717598244998953,0.286974703994929
1,1,1,1,1,2,2,1.72603853700275,0.358986229010043
1,2,1,1,0,1,1,0.955395589990076,0.15539560400066
1,2,2,2,1,2,2,0.816322380007477,0.246044494997477
1,1,1,1,1,2,2,0.807374348994927,0.157622031998471
1,1,1,1,1,2,2,0.866304491995834,0.141743551997934
1,1,1,1,1,1,1,1.13903926599596,0.155854575001285
1,2,1,2,0,1,1,0.968471362997661,0.168405869000708
1,2,2,2,1,1,2,1.04431329500221,0.224636041995836
1,1,1,1,1,1,2,0.826682220998919,0.256321517998003
1,1,1,3,1,2,1,1.30380839800637,0.297327341002529
1,1,1,1,1,1,2,0.960514260994387,0.233052190000308
1,1,1,1,1,2,1,0.930106707004597,0.138902049002354
1,1,1,1,1,1,2,1.504112797993,0.169933610988664
1,1,2,1,0,1,2,0.933890025000437,0.142925334002939
1,2,2,2,1,2,1,0.93213241599733,0.140753514002427
1,2,2,3,1,2,2,1.10628485798952,0.171729038003832
1,1,2,1,0,1,2,1.00808316899929,0.206210620992351
1,1,1,1,1,1,1,1.1765980499913,0.152216652000789
1,1,2,2,0,2,2,0.8364818419941,0.209574606007664
1,1,1,1,1,2,2,0.716645421998692,0.150492835004115
1,1,2,1,0,1,2,0.722965526001644,0.268687508010771
1,2,2,2,1,1,2,0.780151099999784,0.139824363999651
1,1,1,2,1,1,2,0.712928414999624,0.290871911987779
1,2,2,3,1,2,1,0.857918427995173,0.182324860987137
1,2,2,4,1,2,1,0.841898811995634,0.198312248001457
1,1,1,4,1,1,1,1.25774517499667,0.229365441002301
1,1,1,1,1,2,2,1.60751904599601,0.140977011993527
1,1,1,1,1,1,1,0.986596603994258,0.161413768000784
1,1,1,2,1,1,1,0.869854591001058,0.193721046001883
1,2,2,2,1,1,2,0.724343880996457,0.214608912996482
1,1,1,1,1,1,2,0.776222867003526,0.208359317999566
1,1,2,1,0,2,1,1.09077759699721,0.173850396007765
1,1,2,1,0,1,2,0.769629378002719,0.18571198299469
1,1,2,2,0,1,2,0.708597513992572,0.16697762599506
1,2,2,3,1,2,2,0.723394423010177,0.180661794991465
1,2,2,3,1,2,1,0.929014690002077,0.266686973991455
1,1,2,1,0,2,2,0.890211981008179,0.260977575002471
1,2,2,1,1,1,1,1.63755671000399,0.201875090002432
1,1,2,1,0,2,1,1.15665947999514,0.196513706992846
1,2,2,3,1,2,2,1.08746715600137,0.442839005001588
1,2,2,3,1,2,2,0.851268095997511,0.152052395002102
1,1,1,4,1,2,1,1.09239852700557,0.350841355000739
1,2,2,4,1,1,2,0.835128913997323,0.216734749003081
1,1,1,4,1,2,1,0.850581455990323,0.182458306997432
1,2,2,3,1,2,1,0.87384313599614,0.341919744008919
1,2,1,4,0,2,1,1.05887255200651,0.247120302999974
1,1,2,1,0,1,2,2.52842476600199,0.688038591004442
1,1,2,1,0,1,2,1.00686624800437,0.212932797003305
1,1,1,4,1,2,1,1.10377050000534,0.289359980000881
1,1,1,4,1,2,1,0.800393969999277,0.207251254003495
1,2,2,3,1,1,2,1.18542905000504,0.488765836998937
1,1,1,3,1,1,1,1.415376681005,0.268143812005292
1,2,2,1,1,1,1,0.83569068799261,0.281470472997171
1,1,1,1,1,1,2,0.920539348997409,0.16965614700166
1,2,2,1,1,1,1,0.853855414999998,0.226350234996062
1,1,1,2,1,2,2,0.924012539006071,0.197592655997141
1,1,1,3,1,2,1,1.37679875201138,0.271759028008091
1,2,2,3,1,1,2,1.29588654999679,0.4107688160002
1,1,1,3,1,2,2,0.940761378995376,0.798167321001529
1,2,2,2,1,2,1,0.989672301991959,0.292845146002946
1,2,2,2,1,2,1,0.667849510005908,0.223890483990544
1,2,2,1,1,1,1,0.834081856010016,0.166332669992698
1,1,1,2,1,2,2,0.746530132993939,0.195286278001731
1,2,2,1,1,1,2,1.05442957699415,0.330916221006191
1,2,2,3,1,1,2,0.824598064995371,0.19849002599949
1,1,1,1,1,2,2,0.904934781996417,0.202731441997457
1,2,2,3,1,2,1,0.789012959998217,0.2522333740053
1,1,2,1,0,1,1,0.668676970002707,0.345200473995646
1,1,2,1,0,1,2,0.950078769004904,0.238675201006117
1,2,2,1,1,1,1,1.01512340299087,0.221265137995943
1,1,2,1,0,2,1,0.654947557006381,0.243119489008677
