Subject,Stimulus,Response,Confidence,Correct,Contrast,Hand,RT_Decision,RT_Confidence
17,1,1,1,1,2,1,0.683974847001082,0.206979164999211
17,2,2,4,1,2,1,0.592622891002975,0.344342850999965
17,2,2,4,1,1,1,0.437285321000672,0.195048094996309
17,2,1,3,0,2,2,0.761119563001557,1.51261928500026
17,1,1,3,1,2,2,0.670125963006285,1.48512160800601
17,1,1,3,1,2,2,0.692105060996255,1.46006498899806
17,1,2,3,0,2,1,0.878958790999604,0.362890046999382
17,1,1,4,1,2,1,0.711614061998262,0.441751787002431
17,1,2,4,0,1,1,0.72274739400018,0.212659015996906
17,2,2,4,1,1,1,1.27147204700304,0.178100191995327
17,1,1,4,1,2,1,0.533289382998191,0.256081796003855
17,1,1,4,1,1,1,0.6084681719949,0.166447071998846
17,2,1,4,0,1,2,0.93464603999746,1.40519311699609
17,2,2,4,1,1,1,0.779762979000225,0.154820374998963
17,2,2,4,1,2,1,0.55913597199833,0.199716729999636
17,2,2,4,1,1,1,0.714139941002941,0.348000732999935
17,1,2,4,0,2,2,0.858609773000353,1.45090601099946
17,1,1,2,1,1,2,0.803684926999267,1.38581540899759
17,2,2,1,1,1,1,1.21016278200113,0.584528275998309
17,2,2,4,1,2,2,0.837204954994377,1.57383326499985
17,2,1,2,0,1,2,0.745169930996781,1.68933028299944
17,1,1,3,1,1,1,0.890974135996657,0.662081492999278
17,1,1,3,1,2,2,0.841263573995093,1.46429233299568
17,1,2,4,0,2,2,0.776883664999332,1.36846442599926
17,1,1,3,1,2,2,0.705855707004957,1.1546451260001
17,1,1,3,1,2,2,0.838614566004253,1.24796123200213
17,1,1,3,1,1,2,0.812816428006045,1.19602601400402
17,1,1,1,1,1,1,0.931635083994479,0.588934731000336
17,2,2,4,1,2,2,0.834568426005717,1.71453485400707
17,1,2,4,0,2,1,0.69236148300115,0.183191661999444
17,2,2,4,1,2,1,0.570028417001595,0.290535054002248
17,2,1,3,0,1,2,0.835840093001025,1.22054330300307
17,2,1,1,0,1,2,1.1333854580007,1.64540217300237
17,1,2,4,0,2,1,0.849019201996271,0.189670965002733
17,2,2,4,1,2,1,0.529405193003186,0.17095373399934
17,2,2,4,1,2,2,1.56102835599449,2.08108304099733
17,1,1,4,1,1,1,0.804104844995891,0.243231364998792
17,1,1,4,1,2,1,0.500170733001141,0.207205443999555
17,2,1,1,0,2,1,1.23315758000535,0.190317738997692
17,1,1,1,1,1,1,0.705215594003676,0.179967324002064
17,1,1,1,1,1,1,0.88749561199802,0.22693979300675
17,1,1,1,1,2,2,0.936419766003382,1.49546094999823
17,1,1,4,1,1,1,0.721896146002109,0.388455636995786
17,2,2,4,1,2,1,0.799288299000182,0.189513887002249
17,2,2,4,1,1,1,0.577072572996258,0.135757889001979
17,1,2,4,0,1,1,0.717019035997509,0.175270117993932
17,1,1,1,1,2,1,0.755433887003164,0.25949742100056
17,1,1,1,1,1,2,2.031403039,2.67872267899656
17,1,2,4,0,2,2,0.875462768999569,1.78119617999619
17,1,1,2,1,1,2,0.831369925996114,1.4856241699963
17,2,2,3,1,1,2,0.812275768999825,1.32460392700159
17,1,1,2,1,2,2,0.687966769997729,1.2724042369955
17,2,2,4,1,2,1,0.828680154001631,0.169947757996852
17,2,2,4,1,1,2,1.21609723100119,1.76049701699958
17,1,2,4,0,1,1,0.68880857500335,0.163139317999594
17,2,2,4,1,2,1,0.711980056003085,0.186239328999363
17,2,2,4,1,1,2,1.22505296099553,1.77750764399389
17,1,1,4,1,1,1,0.576631846000964,0.311537748995761
17,1,2,1,0,1,1,1.78219120299764,0.203612725999847
17,1,2,1,0,1,2,1.00175977999606,1.6339645659973
17,2,2,1,1,2,2,0.696828041000117,1.21781697100232
17,1,1,4,1,2,1,0.510912546997133,0.265862931999436
17,1,2,4,0,2,2,1.12332858399895,1.5637936819985
17,2,2,4,1,1,1,0.740022308003972,0.18163874700258
17,2,2,4,1,1,1,0.664995687999181,0.17256425099913
17,1,2,4,0,2,1,0.545032351001282,0.281775540002855
17,1,1,1,1,1,2,1.26797371800058,1.83615695899789
17,1,1,4,1,2,1,0.776185130998783,0.664691783997114
17,1,1,4,1,2,1,0.56806440299988,0.191523333000077
17,2,1,4,0,2,1,0.515419985000335,0.205395798999234
17,1,1,1,1,2,2,0.954796639998676,1.55353790600202
17,1,1,4,1,2,1,0.730313669999305,0.155924204998882
17,1,2,4,0,1,1,0.720833455001411,0.194424882000021
17,1,2,4,0,1,2,1.0475672810062,1.59148576500593
17,2,2,4,1,1,1,0.735565919996588,0.16056417600339
17,1,2,4,0,2,1,0.677111742996203,0.200549337998382
17,2,2,4,1,1,1,0.920784428999468,0.14669731700269
17,1,1,4,1,1,2,0.987632124000811,1.78727449599683
17,1,1,4,1,2,1,0.793769970005087,0.183523101004539
17,2,1,3,0,2,1,0.971055857000465,0.611040848001721
17,1,1,4,1,1,2,1.07073555100214,1.63145032300235
17,2,2,3,1,2,1,0.765305353001168,0.380748494993895
17,2,2,4,1,2,1,0.664157197999884,0.299844815999677
17,2,2,4,1,1,2,0.886078988005465,1.46223622700199
17,1,2,4,0,1,2,0.829073293003603,1.49204830099916
17,2,1,3,0,2,2,0.810463298999821,1.27577249100432
17,1,1,3,1,1,2,0.778472780999437,1.16904484500265
17,2,2,4,1,2,1,0.77760857300018,0.184591547003947
17,1,2,4,0,1,1,0.635326161005651,0.14479701199889
17,1,2,3,0,2,1,2.21393882200209,0.602497559004405
17,1,2,2,0,1,2,2.00689265199617,2.40725658099836
17,2,2,1,1,2,1,0.996817404004105,0.762909443001263
17,2,1,2,0,1,1,2.11855859200296,0.383370858995477
17,2,2,3,1,2,1,1.03460402799828,0.399227808004071
17,2,2,4,1,1,2,2.01209717999882,4.22061946799658
17,1,2,2,0,2,2,1.91344122699957,2.36912028999359
17,2,2,2,1,2,2,1.73781023899937,2.29820782499883
17,2,2,1,1,2,1,0.973477539999294,0.515788955999597
17,2,2,3,1,2,1,0.746670098000322,0.283599813999899
17,1,2,2,0,1,2,1.98043021299964,3.58990910200373
17,1,1,4,1,1,1,0.722128016001079,0.323508068999217
17,1,1,4,1,2,2,1.07710009400034,1.6837433949986
17,2,1,4,0,1,2,0.705340284999693,1.46570389100089
17,1,1,4,1,2,1,0.790422996993584,0.213698470004601
17,2,2,3,1,2,1,0.840148369999952,0.389037244000065
17,2,2,1,1,2,1,2.62438764300168,0.275540561997332
17,1,1,4,1,1,1,0.755830337002408,0.41991683300148
17,2,2,4,1,1,2,2.16034481699899,2.66309093799646
17,2,2,4,1,2,1,0.795386921003228,0.217684582996299
17,2,2,4,1,1,2,1.50374012700195,2.93408134200581
17,1,1,4,1,1,1,0.846297659001721,0.234537696996995
17,1,2,4,0,2,2,1.63766464900255,2.18965491000563
17,2,2,1,1,2,2,0.879255420004483,1.63875332900352
17,2,1,4,0,1,2,0.839808922995871,1.61435717999848
17,2,2,2,1,1,2,2.12918546400033,2.87963680800021
17,2,2,4,1,1,1,2.91457139299746,0.121975203001057
17,1,2,4,0,2,2,0.938609732998884,1.42598901800375
17,2,2,4,1,1,1,0.752013887999055,0.192818328003341
17,1,2,4,0,1,2,0.926619284000481,1.43891230000008
17,1,2,4,0,1,1,0.739749275999202,0.1810915390015
17,2,2,4,1,1,2,0.858712834000471,1.42696080000314
17,2,2,4,1,1,2,0.924058009004511,1.64476106600341
17,1,1,1,1,1,2,5.22795305400359,5.81113114400068
17,2,2,4,1,2,1,0.685133345003123,0.176344662002521
17,1,1,4,1,2,2,0.830936484999256,1.59222467699874
17,1,2,4,0,2,2,0.74505551099719,1.25636917899828
17,1,2,1,0,2,2,0.934616138001729,1.41369618500175
17,1,2,1,0,2,2,0.84785313699831,1.37426558099833
17,1,1,1,1,1,2,0.826403256003687,1.70627436000359
17,1,2,3,0,2,1,0.795751142999507,0.31415128899971
17,1,2,2,0,2,2,0.722863538998354,1.29141925699514
17,2,2,2,1,1,2,1.20764210400375,1.97661495200009
17,2,2,2,1,2,1,0.90317571900232,0.209555781002564
17,2,2,3,1,1,1,0.596108896999795,0.31485948000045
17,2,2,2,1,2,1,0.633205043006456,0.222149142995477
17,2,2,2,1,1,2,1.89023276100488,2.27405922400067
17,2,2,2,1,1,1,0.685839343001135,0.224341811001068
17,1,2,1,0,2,2,1.04562017200078,1.80466842000169
17,1,2,1,0,2,2,0.805938682999113,1.43769781700394
17,2,2,1,1,2,2,0.549500201996125,1.53397354899789
17,1,2,3,0,1,1,0.702840462996392,0.305883986999106
17,2,2,3,1,1,2,0.963931698999659,1.48993585699645
17,2,2,3,1,2,2,0.808303257996158,1.37705054999969
17,2,2,3,1,1,2,0.699329679999209,1.45107042299787
17,1,2,3,0,2,2,0.682421101002546,1.11532666100538
17,2,2,3,1,2,1,0.732897383997624,0.286494617001154
17,1,2,1,0,2,1,0.79708830400341,0.316092972003389
17,2,2,1,1,2,1,1.78524702900177,0.510556569002802
17,1,2,3,0,1,2,2.33705193300557,2.91237353400356
17,2,2,3,1,2,2,0.723850074995426,1.16347513799701
17,1,2,1,0,2,1,0.805200930997671,0.259031367997522
17,1,2,1,0,2,1,0.644090982001217,0.168749825999839
17,1,2,1,0,2,1,0.524485507005011,0.230043668001599
17,1,2,1,0,2,1,0.840622652998718,0.245553376000316
17,1,2,1,0,1,2,1.0407021150022,1.59362539999711
17,1,2,1,0,1,1,0.799974272005784,0.238571942005365
17,2,2,1,1,1,2,1.14569959800428,1.60277592499915
17,1,1,3,1,1,1,0.824702408004669,0.390131407999434
17,1,1,4,1,2,2,1.46014128899697,2.01929042999836
17,2,2,1,1,1,1,3.03246381300414,0.203329032003239
17,2,2,1,1,1,2,0.839773327999865,1.37673106700095
17,2,1,1,0,2,2,1.65855818300042,2.23621302499669
17,1,2,1,0,2,1,3.66247909900267,0.184089331996802
17,1,2,1,0,1,2,1.5667057440005,2.04759252200165
17,1,2,1,0,2,1,0.739350922995072,0.324430182998185
17,1,2,1,0,1,2,0.805813947998104,1.25382502200227
17,2,2,1,1,1,2,1.85265032699681,2.45325569699344
17,2,1,2,0,1,2,1.13785302200267,1.68328227799793
17,2,1,3,0,1,2,0.799809469004686,1.60801092300244
17,2,2,1,1,1,1,1.55034777000401,0.173311017002561
17,2,2,4,1,2,2,0.740722741000354,1.26800790700509
17,1,2,4,0,1,1,0.872296150999318,0.323996307000925
17,1,1,1,1,2,2,1.31617348400323,2.15687224500289
17,2,1,1,0,1,1,1.73163509000005,0.411901209001371
17,2,2,4,1,1,2,1.32093580900255,1.97037144800561
17,2,2,1,1,2,2,1.08320997899864,1.56387678100145
17,1,2,4,0,1,1,0.825200423998467,0.230309216000023
17,1,1,4,1,2,2,1.21159001000342,1.65966056899924
17,2,1,1,0,1,2,0.881035448997864,1.54574380099803
17,1,1,1,1,2,1,0.82735715599847,0.280616951000411
17,1,2,1,0,1,1,0.743822180003917,0.264347912998346
17,1,2,1,0,1,1,0.712223141003051,0.201818944005936
17,2,2,1,1,2,1,0.589313754004252,0.196345623997331
17,2,2,3,1,1,1,0.679811463000078,0.2827656139998
17,2,2,2,1,1,1,0.602831918993616,0.20943708899722
17,2,2,1,1,2,2,0.925838401999499,1.50180055300007
17,2,2,3,1,2,2,0.724043433998304,1.21989407799992
17,2,2,3,1,1,2,0.684183691999351,1.20538698900054
17,2,2,2,1,1,2,1.01414188800118,1.54938674100413
17,1,1,1,1,1,1,1.02251449900359,0.29179141199711
17,1,2,1,0,1,1,0.675178441997559,0.358657419004885
17,1,1,4,1,2,2,0.909392062996631,1.82092102499882
17,2,2,3,1,2,1,1.92288263599767,0.243868504003331
17,1,1,1,1,2,2,0.862654844000645,2.06345103999774
17,2,1,3,0,2,2,1.68689930700202,2.61411774199951
17,2,1,3,0,2,1,0.811390058996039,0.424903567000001
17,2,2,3,1,1,2,4.56538592500146,5.0700588740001
17,1,2,4,0,2,1,0.98875384600251,0.163556617997529
17,1,2,4,0,2,1,0.616530983999837,0.173976387995936
17,2,2,4,1,1,2,1.23736586200539,1.852729009006
17,1,2,3,0,2,1,0.897192971002369,0.843513013998745
17,2,2,2,1,1,2,0.806282361001649,1.47176869399846
17,1,1,1,1,1,2,1.26220328499767,2.10843501999625
17,2,1,1,0,1,2,1.70491502900404,2.4334034840067
17,2,1,1,0,1,2,1.7853180480015,3.51269048700487
17,2,2,1,1,1,1,2.28102377300092,0.378790308001044
17,1,2,4,0,2,2,0.881817402005254,1.35302168700582
17,1,2,4,0,1,1,0.745229034997465,0.154113242999301
17,1,2,4,0,1,2,1.08105659400462,1.65859890499996
17,2,2,4,1,2,2,1.19274771899654,1.8399397280009
17,1,2,1,0,2,1,2.14889244300139,0.268122025001503
17,1,2,4,0,1,1,0.907837803999428,0.197611176001374
17,1,2,4,0,2,2,0.865985062999243,1.47537438200379
17,2,2,4,1,2,2,2.56052155399811,4.39306001699879
17,2,2,4,1,2,2,0.751420526001311,1.50308323500212
17,1,2,1,0,1,1,0.74646139700053,0.426887793997594
17,2,2,3,1,1,1,0.708425557000737,0.262691847994574
17,1,2,4,0,2,2,3.39438833699387,5.4016991959943
17,1,2,3,0,2,2,0.919573164996109,1.51079913599824
17,1,2,3,0,2,2,0.700930215003609,1.18025872499857
17,1,2,1,0,1,2,0.839966935003758,1.47986243299965
17,1,2,4,0,1,1,0.747234608999861,0.187416241002211
17,1,1,4,1,1,1,0.798556337002083,0.396540805995755
17,2,1,1,0,2,1,0.712329850997776,0.649992104998091
17,2,1,1,0,1,2,1.02858262800146,1.64472669300449
17,1,1,1,1,2,1,0.818041294995055,0.239488421997521
17,1,1,4,1,1,2,1.91348925099737,2.40833285100234
17,1,1,4,1,2,2,0.648888675998023,1.29816288100119
17,2,1,4,0,2,1,0.780519202002324,0.139464917003352
17,1,1,4,1,2,2,1.10052754099888,1.5952353419998
17,1,1,4,1,2,2,0.621634896000614,1.22049884599983
17,2,1,3,0,2,2,0.589625176005939,1.14937860500504
17,1,1,1,1,2,1,0.974703046005743,0.262491162000515
17,2,1,1,0,2,1,0.662881910000579,0.218514175001474
17,2,1,1,0,2,1,0.747377701001824,0.253070614002354
17,2,1,2,0,2,2,0.953316869003174,1.65699442099867
17,2,1,2,0,1,2,0.759796924998227,1.3038933200005
17,1,1,2,1,1,1,0.60187241499807,0.304815169001813
17,2,2,1,1,2,2,1.76254101499944,2.22691700900032
17,2,1,4,0,1,2,1.41727270100091,2.27349357299681
17,1,1,3,1,2,2,0.719884385995101,1.22365083699697
17,2,1,2,0,1,2,1.12081220000255,1.64832421299798
17,1,1,2,1,1,2,0.751196045996039,1.11935151099897
17,2,1,2,0,1,2,0.829422104994592,1.42904328899749
17,1,2,2,0,2,1,1.29027069600124,0.244819335995999
17,2,2,2,1,1,2,2.23284015399986,2.80768886200531
17,2,2,2,1,2,1,0.701287100004265,0.639490389999992
17,2,2,2,1,1,2,1.01250354100193,1.50799339100195
17,1,2,2,0,1,1,0.685544667998329,0.224926299997605
17,1,2,2,0,1,2,1.11695562299428,2.13298920499801
17,1,2,3,0,1,2,1.69038437299605,2.10648763999779
17,2,1,2,0,1,1,1.59515924999869,0.296675969999342
17,1,1,2,1,2,2,1.03535700299835,2.40210590799688
17,1,2,3,0,1,2,1.09798147000402,1.53029093300574
17,1,1,1,1,1,1,2.0601729120026,0.407299712998793
17,1,1,1,1,1,1,0.577841408994573,0.233069043002615
17,1,1,3,1,2,1,0.523365140004898,0.197214644002088
17,2,1,3,0,1,2,1.00388855500205,1.778489231001
17,1,1,3,1,2,1,0.698231556998508,0.252738907998719
17,2,1,3,0,2,2,1.6086615230015,2.39182485600031
17,2,2,4,1,2,2,0.736828351997247,1.21626563799509
17,2,2,4,1,1,2,0.79264906199387,1.32138291499723
17,2,1,2,0,1,2,1.03095822699834,1.702889674998
17,1,1,2,1,1,2,1.64414566400228,2.13127025299764
17,1,1,2,1,1,2,0.743142320003244,1.23975205600436
17,1,1,2,1,1,1,1.01220481599739,0.377757254005701
17,1,1,4,1,1,2,0.879410654000822,1.33653577299992
17,1,1,4,1,2,2,0.749293436005246,1.19673532700108
17,2,1,4,0,1,1,0.755273925999063,0.19638788800512
17,2,1,3,0,2,2,1.53801804200339,2.07315029700112
17,2,1,2,0,2,1,0.812304049999511,0.267183468000439
17,2,1,2,0,2,1,0.570421576994704,0.274566816995502
17,2,1,2,0,1,2,0.877523741000914,1.30035320299794
17,2,1,2,0,1,1,0.711442232000991,0.249545168997429
17,2,1,2,0,1,1,0.570236935003777,0.226045251998585
17,2,2,3,1,2,2,0.902959027996985,1.30258113399759
17,1,1,3,1,1,1,0.775774267000088,0.262676287995419
17,2,1,2,0,1,2,1.28204831200128,2.0099235749949
17,1,1,2,1,2,2,0.642356960997859,1.17233269500139
17,1,1,2,1,2,2,0.669240705996344,1.19731951699941
17,2,1,2,0,1,1,0.740448807002394,0.518785323001794
17,2,1,2,0,2,2,0.759964409000531,1.23849802499899
17,2,1,2,0,1,2,0.783078251995903,1.27835062200029
17,1,1,2,1,1,2,0.814891497997451,1.32613414200023
17,1,1,2,1,1,2,0.739027413001168,1.33109250299458
17,1,1,2,1,1,2,0.774071717998595,1.30395491499803
17,2,1,2,0,1,1,0.761200681998162,0.265859071994782
17,2,1,3,0,2,2,1.21163528499892,1.60494181700051
17,1,1,3,1,1,1,0.674782943999162,0.198022571996262
17,2,1,3,0,2,1,0.489240091003012,0.25976868699945
17,1,1,3,1,1,2,1.03211038000154,1.43926791800186
17,1,1,3,1,2,1,0.676756257002125,0.265168546997302
17,2,1,3,0,1,1,0.617178382999555,0.68755526500172
17,2,1,2,0,1,2,0.976128825997876,1.82539120799629
17,2,1,2,0,2,2,0.722029689997726,1.42583601200022
17,1,2,3,0,1,1,1.74242993899679,0.278589531000762
17,1,1,1,1,1,1,1.19065516900446,0.229497457999969
17,1,1,1,1,2,1,0.534662817000935,0.22446484399552
17,1,1,2,1,2,2,1.1739666029971,1.90157526999974
17,2,2,3,1,2,2,0.992235853002057,1.50553558600222
17,1,1,2,1,1,2,0.734638558002189,1.20721724000032
17,2,1,2,0,1,2,0.720328060000611,1.30425801300589
17,2,1,2,0,2,1,0.79516415100079,0.344856802999857
17,2,2,2,1,1,2,1.96178796100139,2.43344840999634
17,2,1,1,0,1,1,0.846032649998961,0.28223457900458
17,2,2,3,1,2,1,0.681350573002419,0.347670035996998
17,2,2,3,1,1,1,0.633106251996651,0.174427942001785
17,1,2,3,0,1,1,0.466276223000023,0.221770388998266
17,1,2,3,0,2,2,0.905936907998694,1.42555698499928
17,2,2,1,1,2,2,1.51503662100004,2.03425907600467
17,2,2,1,1,2,2,2.99481613100215,3.73079288400186
17,2,2,1,1,1,1,0.761698879003234,0.28271136800322
17,1,2,1,0,1,2,1.60406155899545,2.85921142199368
17,2,2,1,1,1,2,0.962071440000727,1.71477076299925
17,2,1,2,0,1,1,0.979435373999877,0.52302974700433
17,2,1,3,0,1,2,2.7394103129991,3.73058669400052
17,1,1,3,1,2,1,0.850569905000157,0.318521259003319
17,1,1,4,1,2,1,0.63606707299914,0.193542863002222
17,1,2,4,0,1,2,1.320491864004,1.86477561399806
17,2,2,3,1,1,2,1.12743244800367,2.24678209800186
17,1,2,2,0,1,2,1.89398139099649,2.60504960599792
17,1,2,4,0,1,1,0.962661575998936,0.185836276003101
17,2,2,4,1,2,2,0.879692754999269,1.69570670700341
17,2,2,1,1,2,1,1.60315934199753,0.336499680000998
17,2,2,4,1,2,2,1.52936154099734,2.21647845100233
17,1,1,1,1,1,2,2.30431660999602,3.13685944099416
17,2,2,4,1,1,2,0.841787819001183,1.35340530399844
17,2,2,1,1,2,2,1.66117109799961,2.10001666899916
17,2,2,3,1,2,2,0.921941696004069,1.39421525500074
17,1,2,3,0,1,2,1.29986607200408,1.77881293000246
17,2,2,3,1,1,2,0.700419172004331,1.26761640000041
17,2,2,1,1,1,1,0.872892409002816,0.196555932001502
17,1,2,1,0,1,2,0.804013733999454,1.80357648000063
17,2,2,2,1,2,2,0.931774764998409,1.57121031099814
17,1,2,1,0,2,1,0.899143383998307,0.509855881995463
17,2,2,4,1,2,1,0.723880568999448,0.22910756499914
17,1,2,4,0,1,1,0.486310843996762,0.209990395000204
17,1,2,1,0,1,1,1.01276404000237,0.234647899000265
17,2,2,3,1,2,1,0.587553379999008,0.355138330000045
17,1,2,4,0,2,1,0.591595688994857,0.261580071994103
17,2,2,3,1,1,2,1.51376013400295,2.52053952400456
17,2,2,4,1,2,2,0.869200174995058,1.45149016499636
17,1,1,2,1,2,2,1.02698760699423,1.5471412400002
17,1,1,3,1,1,1,1.04458285900182,0.569015502005641
17,1,1,3,1,2,2,0.974312755002757,1.63191353699949
17,1,2,4,0,2,2,0.760140351005248,1.35229038800026
17,1,1,2,1,2,2,0.867348879997735,1.44164363000164
17,1,2,3,0,1,2,0.633839984999213,1.20351066700096
17,1,1,2,1,2,2,0.755839502002345,1.33116612600134
17,1,2,2,0,1,1,0.821460388004198,1.12376222099556
17,2,2,2,1,2,2,0.891888871003175,1.32386733499879
17,2,2,2,1,1,1,0.597316162995412,0.283424070999899
17,2,2,2,1,2,1,0.666801420004049,0.350374579000345
17,2,1,1,0,2,2,3.69436405899614,5.39858643199841
17,2,2,4,1,2,1,1.4800678199972,0.171211525004765
17,2,2,4,1,2,2,1.05815397299739,2.02473643099802
17,2,2,4,1,2,1,0.662943631999951,0.282094519003294
17,2,2,4,1,2,1,0.713644417002797,0.18745784299972
17,2,2,1,1,2,2,1.49051189099555,2.39341048699862
17,1,2,1,0,1,1,0.823560594995797,0.277460627999972
17,1,2,4,0,1,1,0.693015865996131,0.327501489999122
17,2,2,4,1,2,2,1.16121127000224,2.05726330200559
17,2,2,4,1,1,1,0.603985631001706,0.226202555000782
17,2,2,4,1,2,1,0.436698427001829,0.258074160999968
17,1,1,4,1,1,1,0.466265757997462,0.286840181994194
17,1,1,4,1,1,2,1.32775556900015,1.78488736999861
17,2,2,1,1,1,2,0.90592112000013,1.7534997430048
17,2,2,4,1,1,1,0.961544752994087,0.121422206997522
17,1,1,4,1,1,1,0.735423172998708,0.192821032003849
17,2,1,4,0,1,1,0.611907035003242,0.137804190999304
17,1,1,4,1,2,1,0.655445135002083,0.179431534001196
17,2,1,4,0,1,1,0.743295309999667,0.168119613001181
17,2,2,4,1,1,1,0.828157021001971,0.121096258000762
17,1,2,1,0,2,1,0.639424865003093,0.452377918998536
17,2,1,4,0,2,2,1.359174093006,1.84743374000391
17,2,2,4,1,1,2,1.35786503800045,2.08677369500219
18,1,1,4,1,2,1,1.00866988900816,0.463222215010319
18,1,1,4,1,2,1,0.775146797008347,0.318616787000792
18,2,2,3,1,1,2,1.21516806699219,2.12726867498714
18,1,1,4,1,2,2,0.746938370983116,1.25940883398289
18,1,1,4,1,1,2,0.874782169994432,1.53757451201091
18,1,1,4,1,2,1,0.922900748992106,0.348858092998853
18,2,2,4,1,2,2,1.25251205000677,1.8603920880123
18,1,1,4,1,2,2,0.826619436993496,1.66590153297875
18,2,1,1,0,1,1,1.15046826101025,0.630841112986673
18,1,1,1,1,2,1,0.999674457998481,0.278172995982459
18,1,1,1,1,1,2,1.08112122101011,1.88059552200139
18,2,1,1,0,1,1,0.84368169598747,0.351479825010756
18,1,1,4,1,2,2,1.39154631097335,2.03833055999712
18,1,1,2,1,1,2,1.02203291101614,1.9191758960078
18,1,1,1,1,1,1,0.775548189994879,0.270900671981508
18,1,1,1,1,2,2,0.889586615987355,1.64230088097975
18,1,1,1,1,1,1,0.822947665001266,0.292600446002325
18,1,1,1,1,1,2,1.77450981401489,3.07769264699891
18,2,2,4,1,2,1,1.28855361300521,0.346441456000321
18,2,1,1,0,1,2,0.866551132989116,1.99507597798947
18,2,1,1,0,2,1,0.793260667007416,0.239198502007639
18,2,1,1,0,1,1,0.704784288973315,0.259419147012522
18,1,1,4,1,2,1,1.14799311198294,0.660234106006101
18,1,1,4,1,2,1,0.803848304989515,0.354492467973614
18,1,1,1,1,2,1,1.03047528699972,0.275696269003674
18,1,1,4,1,2,2,1.10180002899142,1.91859761599335
18,1,1,4,1,2,1,0.807468605024042,0.662029532017186
18,1,1,1,1,1,1,1.0459157860023,0.266083486989373
18,1,1,4,1,1,2,0.980038072011666,1.53263548700488
18,2,1,1,0,2,1,0.685575184004847,0.328791088017169
18,2,2,3,1,2,2,1.11444922399824,1.64923752000323
18,2,2,2,1,2,2,1.0322340069979,1.51317906900658
18,2,2,1,1,1,2,0.990064240002539,1.80551478499547
18,1,1,1,1,1,2,1.43150011199759,2.15096250298666
18,1,1,1,1,2,2,1.04036930200527,1.82606837200001
18,2,1,1,0,1,1,0.90234496400808,0.320894627016969
18,2,1,1,0,1,2,1.05775019698194,1.69748400198296
18,1,1,1,1,1,2,0.767998098017415,1.43941451501451
18,1,1,1,1,1,2,0.711210930981906,1.35789565599407
18,2,2,2,1,1,2,0.826325485017151,1.67460356702213
18,2,2,2,1,2,2,1.00067842198769,1.46341239497997
18,2,1,1,0,2,2,0.97595491699758,1.60820993699599
18,1,1,1,1,2,2,0.67963896098081,1.51153913899907
18,1,1,1,1,1,1,4.2506939980085,0.427418642997509
18,2,1,1,0,1,1,0.709357715997612,0.295088826009305
18,1,1,1,1,1,2,1.57671171298716,2.21732995999628
18,2,1,1,0,1,2,0.767613715986954,1.57646398298675
18,1,1,1,1,2,2,0.763672672008397,1.56331117398804
18,2,1,1,0,1,1,0.858694644994102,0.255587030987954
18,2,1,1,0,1,2,1.04368388498551,1.56991167998058
18,1,1,4,1,2,1,1.01668895999319,0.893664534989512
18,2,2,2,1,1,2,1.52837138299947,2.16050785899279
18,2,2,4,1,2,1,1.34281084200484,0.311182317003841
18,1,1,1,1,2,1,0.757937385002151,0.31802724301815
18,2,1,1,0,1,2,1.10996895798598,1.83202253098716
18,2,1,1,0,2,2,0.902179873024579,1.55871751002269
18,1,1,4,1,2,1,0.951405321975471,0.399714753002627
18,2,2,2,1,1,2,1.55576338397805,2.04367893497692
18,1,1,2,1,2,2,1.70849143699161,2.19565004197648
18,2,2,2,1,2,2,0.765771003992995,1.34945281897672
18,2,2,2,1,1,2,0.719647194986464,1.09537565999199
18,2,2,2,1,1,2,0.637568178004585,1.05419132200768
18,1,1,1,1,1,2,1.18973089000792,2.36694814101793
18,2,2,1,1,2,1,1.04487835199689,0.425133368989918
18,2,1,1,0,1,2,1.30179794700234,2.21506630600197
18,1,1,1,1,1,2,0.830596988002071,1.67851410500589
18,2,2,1,1,2,2,0.868462426995393,1.42836277798051
18,2,2,1,1,2,1,1.466259155015,0.29306208100752
18,1,1,1,1,2,2,1.18405750600505,1.9025979199796
18,2,2,1,1,2,1,0.792670714989072,0.255374124011723
18,2,2,1,1,2,1,0.751884194003651,0.344306904007681
18,2,2,3,1,2,2,1.10416799801169,2.26473440899281
18,2,2,2,1,1,2,1.27832477199263,2.10377696697833
18,1,1,1,1,1,2,0.835041853017174,1.65959437101264
18,1,1,1,1,2,1,9.43138308799826,0.427519034012221
18,2,2,4,1,2,1,1.00500773100066,0.66695228300523
18,1,1,1,1,1,1,1.05893344199285,0.334027572011109
18,2,2,4,1,2,1,0.979040906997398,0.322443661018042
18,1,1,3,1,1,2,0.979349080997054,1.70701727102278
18,2,2,4,1,1,1,0.756559362023836,0.38855446499656
18,1,1,2,1,2,2,1.18729100501514,1.82859698499669
18,2,2,4,1,1,1,0.824533961014822,0.325575997994747
18,2,2,4,1,2,1,0.931195892975666,0.323848613013979
18,2,2,4,1,1,1,0.537728427996626,0.459500799013767
18,2,2,2,1,1,2,1.23016837099567,1.8312560239865
18,1,1,4,1,2,1,1.1391683369875,0.420032119000098
18,1,1,4,1,2,2,1.0809049049858,1.71273273200495
18,1,1,4,1,1,1,1.05873028098722,0.310246223991271
18,2,2,4,1,1,2,0.958994529006304,1.76774609199492
